"","participantRole","condition","condition.f","fairness","cond1_selection","redgreen_selection","attn_check","manip_check1","manip_check2","pol_or","CI_difference"
"562","Player2-Underestimator",3,"ingroup",4,NA,NA,3,1,2,3,0
"563","Player2-Underestimator",3,"ingroup",7,NA,NA,3,2,2,7,1.33333333333333
"564","Player1-Overestimator",1,"self",7,2,NA,3,1,1,6,0.333333333333333
"565","Player3-Overestimator",1,"self",6,2,NA,3,1,2,2,1
"566","Player1-Overestimator",4,"outgroup",4,NA,NA,3,1,1,3,0
"567","Player2-Underestimator",3,"ingroup",7,NA,NA,3,1,1,3,-0.666666666666667
"568","Player3-Overestimator",3,"ingroup",7,NA,NA,3,1,2,2,3
"569","Player3-Overestimator",2,"other",2,NA,NA,3,1,1,3,0.666666666666667
"570","Player4-Underestimator",4,"outgroup",6,NA,NA,3,1,1,4,0.666666666666667
"571","Player4-Underestimator",3,"ingroup",5,NA,NA,3,1,1,2,4
"572","Player1-Overestimator",4,"outgroup",4,NA,NA,3,2,2,4,0
"573","Player4-Underestimator",2,"other",4,NA,NA,3,1,1,1,2
"574","Player1-Overestimator",1,"self",4,1,1,3,1,1,3,0
"575","Player2-Underestimator",4,"outgroup",5,NA,NA,3,1,1,1,-2.33333333333333
"576","Player4-Underestimator",1,"self",7,1,1,3,1,2,5,0
"577","Player3-Overestimator",1,"self",2,1,1,3,1,2,1,-1
"578","Player3-Overestimator",4,"outgroup",3,NA,NA,3,1,1,1,0.333333333333333
"579","Player4-Underestimator",2,"other",4,NA,NA,3,1,2,4,0
"580","Player1-Overestimator",1,"self",6,2,NA,3,1,1,4,1
"581","Player2-Underestimator",4,"outgroup",3,NA,NA,3,2,2,3,0.333333333333333
"582","Player3-Overestimator",2,"other",2,NA,NA,3,1,1,3,1.33333333333333
"583","Player1-Overestimator",2,"other",2,NA,NA,3,2,2,4,4
"584","Player2-Underestimator",3,"ingroup",6,NA,NA,3,1,1,5,0.666666666666667
"585","Player2-Underestimator",4,"outgroup",2,NA,NA,3,1,1,3,1.33333333333333
"586","Player3-Overestimator",1,"self",7,1,1,3,2,1,2,4
"587","Player4-Underestimator",3,"ingroup",5,NA,NA,3,1,1,1,3
"588","Player1-Overestimator",1,"self",6,2,NA,3,2,1,4,0
"589","Player3-Overestimator",2,"other",4,NA,NA,3,2,2,3,0
"590","Player2-Underestimator",2,"other",6,NA,NA,3,1,1,1,3.33333333333333
"591","Player4-Underestimator",3,"ingroup",4,NA,NA,3,1,1,4,1.33333333333333
"592","Player1-Overestimator",3,"ingroup",4,NA,NA,3,1,2,4,2.33333333333333
"593","Player3-Overestimator",4,"outgroup",6,NA,NA,3,1,2,4,2.66666666666667
"594","Player4-Underestimator",4,"outgroup",1,NA,NA,3,1,1,6,3.33333333333333
"595","Player1-Overestimator",2,"other",3,NA,NA,3,2,2,3,0
"596","Player2-Underestimator",1,"self",7,2,NA,3,1,1,4,2
